Title,Price,Sold,Reviews,Condition,Item Width,Energy Efficiency Rating,Tank Capacity,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Year Manufactured,Material,Item Depth,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Operating Sound Rating,Power,UPC,Color,Cable Length,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,Location,ISBN,Timer Control,Power (W),Unit Type,Design,Voltage Supply,Energy Star,Package Contents,Custom Bundle,Modified Item,Style,Recommended Environment,Room,Heating Wattage,Unit Quantity,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,For Use With,Item Height,Country of Origin,Tonnage,Function,Heating Element,Installation,Number of Speed Settings,Plug Type,Size,SKU,Temperature Range,Timing Time,Use,Weight,Wind Speed,Application,Area Heated,Certification,Colors,Electric Heater Type,Width,Manufacturer,Item Weight,Smart Home Compatibility,Manufacturer Color,Heating BTU,Air Direction,Current Rating,Tube Size,Applications 1,Applications 2,Applications 3,Product Name,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Function1,Function2,Heating Method,Item Dimensions LxWxH,Heat Output,Wind Mode,Heater Size,ProductType,Prop65_fl,Prop65Warning,Heater Style,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Number of Cool Speeds,Compressor Type,Length,Height,Heating appliance type,Operation mode,Rated voltage,Speed adjustment gear,Temperature setting,Timing function,Voltage (V),Air supply mode,Key Word,Key Word 2,Key Word 3,Key Word 4,Refrigerant,Video of unit turned on,ProductGroup,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,SHIPPING,RETURN,ITEM LOCATION,International buyers,Department,Binding,Studio,Publisher,ProductTypeName,PackageQuantity,NumberOfItems,Label,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Voltage:,Application area:,Model No.,Item model number,Product Dimensions,manufacturer_part_number,Shape,Dimension(ID*H),Power Tolerance,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Temperature,Wire Length,Function 1,Function 2,BTU Cooling Rating,Contents of the package,Power:,Gift,news,Offer,STORE,Refund,Return,Quality,Handling,Money Back,Ships from,cancel order ?,add to watchlist,orders outside USA,How to get great offer ?,Batteries Required?,Package Dimensions,Shipping Weight,item_width,item_length,Domestic Shipping,Size Type,Item name,Rated power,Power cord length,New Title,Assembled Width (in),Firebox Width (in),Assembled Height (in),Area Heated (Sq Ft),Power Connection,Mount Type,Color Family,Firebox Height (in),Included,Product Weight (lb),Assembled Depth (in),Firebox Depth (in),Heat Output (BTU/hour),Surround Material,Assembly Required,Total BTU,Heating Wire Material,Adjustable temperature,Applicable Area,Time Setting,Dimensions
"Portable Electric Space Heater, 1500W/750W Ceramic Heater with Black",47.68, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,0763944058192,Corded Electric,Does not apply,SH-01,Does not apply,Does not apply,Does not apply,Does not apply,,GiveBest,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,763944058192,Black,Does not apply,Does not apply,Does not apply,Does not apply,,,Does not apply,,,,,Does not apply,,Does not apply,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,HUSSAR,3.2 pounds,Does not apply,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH-01,7.9 x 6.2 x 10.2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater Big/Tough Buddy 12-Feet RV Hose, Quick Connect x 3/8-Inch...",47.71,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,NA,,,F271802,,,,,,Mr. Heater,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Heater Corporation,1.7 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This item can be shipped to select countries outside of the U....,,,,,,F271802,10 x 11 x 2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 pounds,,,Item can be shipped within U.S.,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Surround Heat Heater Model HZ-0360-WMT Black,45.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,,,,,,Honeywell,,,,,,,Honeywell HZ-0360,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater –Electric Mini Fan Heater -Small Personal 950W PTC Ceramic Heating ,49.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,"Electric, Fan",Variable,,,Ceramic,,,,Brison,,,Portable Heater,"Digital, Push Button, Touch",Convection,120 V,,,"Auto Shut-off, Timer",,,950,,Black,,,,,,,8 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Space Heater Fan- Indoor Heater 1000W/2000W Electric Heater Air Heating,45.87,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Does Not Apply,,,,,,Unbranded,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markel 3320EX33 Wall Heater Accessory Surface Mounting Adapter Brown,50.0,All net proceeds go to charity, ,,,,,,,,,,,,3320EX33,,,,,,Markel,,,,,,,,,,Wall,,,Does not apply,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Solar Heater Indoor Electric Energy-saving Mini Stove Temperature Control,62.63,8 watchers, ,New,90mm,,,,231mm,,,,,,Does not apply,,PP,,,,Unbranded,,,Space Heater,,,220V,DNF-N3,,,Desk/Tabletop,,,,"White, green",,,China,,,,,,,,,Compliant,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taotronics Space Heater w/ Remote Control White TT-HE009,49.95, , ,,,,,,,,,,Electric,,,,,,,,Taotronics,,,Portable Heater,Remote Control,,,,,,Floor,,1001-1500 W,Does Not Apply,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vie Air VA-207C 2-Settings White Office Fan Heater With Adjustable Thermostat,45.01,Longtime member, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,6.1-7,,,Less Than 80%,0602573378397,Electric,1,,2000,,,Coil,,Vie Air,Brass,Less Than 2000 BTU,Mini Fans,"Switch, Remote Control",Forced Air/Fan,120 V,,101-150 sq ft,,"Floor, Desk/Tabletop",Standard,1001-1500 W,0602573378397,White,0.00,HomePlug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Warm Quartz Infrared Heater 1500 Watts Large Remote Control HT1013US,48.0, ,"['This heater was bought to heat a 12x14 room and it works perfect.  it keeps the room warm and comfortable.  I have been very pleased with the performance and would recommend it.  also i feel it is safe for kids to be around it. ', ""I haven't had my two heaters very long but I can tell you they work really really well., They have a pretty good fan that blows the heat a good distance for a heater that size. Well worth the money!!"", 'I love it 1 heats my 29ft Travel Trailer and 2 of them heat my 34ft 5th Wheel...I really appreciate your product.January 2019, the beginning of the month we had an issue with the fan in one of the Heaters and the other one started making the same noise.  I called the company and they were great with me. I really felt good about the company. I sent them both back as a set and with no hassle they sent me another set. I had the choice of the money or another sent. I picked another sett because they work exolent, no issues and like I said it heats my 29ft Travel Trailer. The other one was put in our 34ft 5th Wheel and It worked great also. I am very happy about these heaters...Thank you so much for standing behind your words. It is very well appreciated by us.', 'These heaters work pretty well. I use them in my garage to keep it warm when I’m working . Only drawback is that they will kick your GFI every so often. I’m not sure if they over draw current ? But I’ve had to reset my breaker several times after I was left in the dark garage after they blew my breaker. Nice thermostat that’s pretty accurate, nice quick heat up, blower fairly strong. They are not near as good as a 220Volt or gas heater. But for the price you get 2. At retailers you pay this  price for 1. All in all a strong 8.5/10. I don’t use it everyday so I’m sure it will last.', 'I live in a block house and it is cold in the winter time and  expensive to keep warm. This heater does a really good job keeping a large room warm.  I get daily reports on how much electricity I use each day from the electric company and my daily Kilowatt usage did not go up that much when I started using the heater. I think this heater is a very good choice. I plan to purchase another one for  my closed in porch area. I am a cold natured person and I recommend this heater.', 'Small in size.....good and bad. Not so sure about large room claim. Would probably run constantly. Recommendation more positive than negative......but not by much.', 'Furnace in a box. We were having some issues with our furnace &amp; this item was the deal of the day. not wanting to have frozen pipes, I ordered one. Very easy to use and effective for even a large room or basement. If you are lazy, the remote is a plus. looks good and preforms the task. Nice product at a super price.', ""Just got it today, It really does not put out very much heat in my very small office,very disappointed with this product. It has a remote and buttons on the front of the unit, seems like it has no effect on it whatsoever. My office is 6'X15 and it is 39 degrees here and it is not real warm in here now."", ""I have a very large open living room and kitchen, probably 1200 sq ft together and 2 of these heat do a pretty good job of keeping it warm.  I have my main house heater set of 62 and these 2 heater set to 67.  They kick on and off as they should and keep the main house heater usage down.  Probably work really good if I had 3 of these for this space.  Only complaint is the blower doesnt blow real hard but I guess it's good enough "", 'Has been working great and keeping my Cabin warm,and electric bill down. THANKS for a great product,with a good price,at a time I need it.....']",,9.72 in,,N/A,N/A,11.57 in,A+++ - G,N/A,,Electric,3,"LSZCHT1056US, ZCHT1056US",,Ceramic,11 in,Heat,,Life Smart Labs,Steel,Less Than 2000 BTU,Portable Heater,Remote Control,Infrared,120 V,HT1013US,5120 BTU,Timer,Cabinet,N/A,1001-1500 W,6971358490215,Black,,Infrared,Unknown,,,,12 Hours,,,,,A,,,,,,,1500 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote,,12.1 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko 1500W Bathroom Heater with ALCI Safety Plug and Timer, Cozy Warm White New",48.13, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,0744110583120,,,,,,,,,Does not apply,,,Does not apply,,,,,,,,,,744110583120,White,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LASKO METAL PRODUCTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETL listed,3.75 lbs,6.25 x 6.25 x 8.00 Inches,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd08200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelonis 1500W Electric Quartz Radiant Heater with 3-Heat Settings, PSH20Q3ABB",49.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,,PSH20Q3ABB,,,,,,Pelonis,,,,,Radiant,,,,,,,,750545106551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW DeLonghi Space Heater Capsule Ceramic Dark Grey 1500w Open Box,45.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,1 gal or Less (5 L),3 or Less,,,Less Than 80%,,Electric,2,,2000,Ceramic,,Coil,,De'Longhi,Brass,Less Than 2000 BTU,,"Digital, Switch",Boiler,12 V,HFX30C15.G,100 sq ft or Less,,"Floor, Desk/Tabletop, Baseboard",Standard,1001-1500 W,0044387130158,Gray,100 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 1500W Electric Portable Ceramic Tower Heater Remote Control Oscillation,45.0, ,"['I purchased the Lasko 5397 oscillating heater for my mom several years ago +- 5 YEARS AGO. She uses it almost year round because she is always cold. She lives in San Fransisco and if you know anything about Mark Twain you know he said the coldest winter he ever spent was a summer in S.F. She called me and informed me that the  \t5397  was making funny noises and had a weird smell. I went over and discovered that it was shorting out. While in the off mode, the top of the unit was getting hotter than it does when it is in use. I took it out of the house and replaced it with the Lasko 5572. I purchased it only a few days ago but already I can tell she likes it even better. The 5397 comes on a pedestal stand. This one pivots at the floor. Because it pivots at the floor, the heat reaches down further on her legs thus she is happier. Don\'t be fooled by the photo, the heating element does NOT come all the way down to the floor but it does come down further then the previous oscillating heater. Both models work great and both have a remote control but this one edges out the other just by the fact that it has a ""longer"" heating element. I love the fact that even when on for 4 hours at the highest setting, if she accidentally bumps up against it or brushes up against it she won\'t burn herself like she would with one of those dish looking heaters. You can touch ANY PART of these ""Ceramic"" heaters (while they are operational and functioning) and NOT burn yourself.', 'I have used a wood furnace for 30 years, but now to old to handle the wood. I purchased the Lasko 5572 heater to see if I could use it to help heat my house. As I had 220 baseboard heaters installed knowing I must give up the wood heat. I was totally supprised with the Lasko heater, it not only helped the baseboard heater,it took the place of the 220 baseboard heater. I had origanly purchased one Lasko heater to try in one room. After the great job it did, I purchased three  more of them. I finished up the winter, heating with the Lasko heaters.  I would recommend them to anyone needing a heater. And If I have to replace any one of the heaters I have, it will be with a Lasko 5572 heater.HJ of Missouri', ""We were absolutely thrilled with the size and capability of this room heater.  It's a little taller than the other Lasko portable heater and our decision to get it was a good one. For our needs, this one is perfect. "", 'I really enjoy my heater.  I live in Arizona where it is getting cooler at night now.  It is very efficient and quiet.', 'Heats small area immediately in the morning, with an increase of 5-10 degrees in temperature within 15 minutes.  Easy to operate, with remote.  As usual: follow directions in the manufacturers manual for best results!', ""Wow, does this put out some heat, and like now..  Don't have to wait for anything to warm up  immediate heat..  2 modes low 900w and high 1500w..  Plus you can set it from 39 degrees to 90 degrees and to kick on automatically if room gets below set temp..  This can almost heat my whole house..  Will prob heat at least 3 rooms.Led readouts are bright and clear, fan, remote, oscillates, has real buttons, not plastic film that will wear out, and stands tall.  Has handle for easy moving.. With gas prices doubling this winter, I'm turning to a space heater so I can lower the thermostat.. "", 'great heater, used it all winter, no problems, good price, fast delivery', ""I don't have this exact model, but I have two similar Lesco 1500w heaters w/digital displays w/remotes.  I bought the second one because one of our tenants lost the remote.  One is #5165, the other one is #755320, the only complaint I have on this model is I had to stick a piece of foam tale on the top of the carrying slot in back so my finger wouldn't slip out of the carrying slot when carrying the heater.  The other heater's slot is angled so your fingers don't slip out.  The one remote does control either heater.  I recommended my satisfaction to a friend and he bought one and is happy with it.  I don't know his model #. I've had the first hater 5 yrs and the second one 2 yrs and both work great."", ""Great heater. Warms my garage better than expected. I'm not scared to leave it on all night unattended."", ""Dose everything it's said it could do""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,,5572,,Ceramic,,,,Lasko,,,Tower Heater,"Switch, Remote Control, Digital",,120 V,,,"Timer, Oscillation",,,,0046013761491,"Silver, Gray, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alera Digital Fan-Forced Oscillating Heater 1500W 9 1/4"" x 7"" x 11 3/4"" Black",49.68,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",8.06 IN,,,,12.19 IN,,,0042167201142,,,,,Plastic,,,,Alera,,,,,,,ALEHEFF12B HEFF12B,,,,,,042167201142,Black,,,,No Applicable Warranty,,Does not apply,,,,,,,,,,See Description,,,,,ALEHEFF12B HEFF12B,,,,,,,,,,,,,S,,,,,,,,,,,,,ALERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950W Mini Electric Heater Protable Office Desktop Heater Warmer Energy‑Saving,49.13,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Does Not Apply,,"ABS , Iron",,,,Unbranded,,,Mini Electric Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Oscillating Multi Purpose Heater / Fan Pre-owned,50.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Fan,3,,,,,,,comfort zone,,,,Switch,Forced Air/Fan,,,,Oscillation,Floor,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis Disc Furnace Portable Space Heater Honeycomb Ceramic 1500w-II,50.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","6""",,,,"7""",,,,Electric,Variable,P-861-TC/VHC,,"Ceramic, Steel","5""",Ceramic,,Pelonis,Ceramic,Less Than 2000 BTU,Portable Heater,"Analog/Mechanical, Rotary Knob",Furnace,120 V,Portable Space Heater Honeycomb Ceramic,551-600 sq ft,,"Baseboard, Desk/Tabletop, Floor, Window",None,1001-1500 W,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Ceramic Tower Heater Model 753620 Working,49.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,,Ceramic,,,,Lasko,,,Tower Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costway Heater Portable Radiator Space Heater W/ Adjustable Thermostat-EP24150,50.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",14 in,,Does Not Apply,Does Not Apply,25 in,A+ - F,Does Not Apply,,"Electric, Oil",3,EP24687US,,Steel  ABS,9 in,Does Not Apply,,Costway,Steel,Does Not Apply,Portable Heater,Digital,Radiant,120 V,Does Not Apply,101-150 sq ft,"Auto Shut-off, Timer",Floor,Standard,1001-1500 W,,White,,,,,,,,,,,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMILIRE 1500W Indoor Fast Heating Tabletop Electric Space Heater with Remote,49.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",16.3 in,,,,6.5 in,,,,"Electric, Fan",5 or More,,2021,Ceramic,6.5 in,,,Amilire,Stainless Steel,,Portable Heater,Remote Control,Radiant,120 V,B10202-EB-US,101-150 sq ft,"Auto Shut-off, Oscillation, Timer","Desk/Tabletop, Floor",,1001-1500 W,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
